Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Fraction 9	Fraction 10	Fraction 11	Fraction 12	Fraction 13	Fraction 14	Fraction 15	Fraction 16	Fraction 17	Fraction 18	Q-value	Score	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity not corrected 0	Reporter intensity not corrected 1	Reporter intensity not corrected 2	Reporter intensity not corrected 3	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Intensity	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Q14165	Q14165	7	7	7	Malectin	MLEC	>sp|Q14165|MLEC_HUMAN Malectin OS=Homo sapiens GN=MLEC PE=1 SV=1	1	7	7	7	21.2	21.2	21.2	32.233	292	292	9.12	1	1			1		1			1				1			2		0	19.13	37854	24503	24395	28735	37854	24503	24395	28735	4	4	4	4	1114200000	8				2441	3012;5180;9527;13876;22484;22905;23588	True;True;True;True;True;True;True	3146;5409;9950;14485;23467;23899;24600	4893;8316;15282;15283;22317;36335;36947;38011	5038;8548;15687;15688;22917;37291;37920;39006	5038;8548;15688;22917;37291;37920;39006		
Q14166	Q14166	7	7	7	Tubulin--tyrosine ligase-like protein 12	TTLL12	>sp|Q14166|TTL12_HUMAN Tubulin--tyrosine ligase-like protein 12 OS=Homo sapiens GN=TTLL12 PE=1 SV=2	1	7	7	7	16	16	16	74.403	644	644	6.9		3			1	1			3		1			1					0	50.626	31134	31772	31411	36873	31134	31772	31411	36873	7	7	7	7	717950000	10				2442	4526;24439;28159;28510;31916;36972;38946	True;True;True;True;True;True;True	4733;25652;29625;29988;33554;38882;40937	7281;7282;39620;39621;45599;46120;51428;51429;59747;62916	7494;7495;40636;40637;46746;47275;52722;52723;61307;64567	7494;40636;46746;47275;52723;61307;64567		
Q14181	Q14181	3	3	3	DNA polymerase alpha subunit B	POLA2	>sp|Q14181|DPOA2_HUMAN DNA polymerase alpha subunit B OS=Homo sapiens GN=POLA2 PE=1 SV=2	1	3	3	3	5.5	5.5	5.5	65.947	598	598	9.5						2				1						1			0	19.916	24003	24994	26273	28076	24003	24994	26273	28076	4	4	4	4	523000000	4				2443	1581;29235;36619	True;True;True	1644;30736;38505	2593;47222;47223;59150	2686;48389;48390;60701	2686;48389;60701		
Q14185	Q14185	3	3	3	Dedicator of cytokinesis protein 1	DOCK1	>sp|Q14185|DOCK1_HUMAN Dedicator of cytokinesis protein 1 OS=Homo sapiens GN=DOCK1 PE=1 SV=2	1	3	3	3	1.6	1.6	1.6	215.34	1865	1865	14.7													1		1	1			0.00040766	3.2147	27301	18574	5608.2	5919.2	27301	18574	5608.2	5919.2	2	2	2	2	232020000	3				2444	4861;6981;27733	True;True;True	5082;7289;29175	7810;11250;44972	8033;11555;46118	8033;11555;46118	1691	640
Q14191	Q14191	2	2	2	Werner syndrome ATP-dependent helicase	WRN	>sp|Q14191|WRN_HUMAN Werner syndrome ATP-dependent helicase OS=Homo sapiens GN=WRN PE=1 SV=2	1	2	2	2	1.8	1.8	1.8	162.46	1432	1432	14.5												1					1		0	4.8506	12559	9246.6	7293.5	8173.9	12559	9246.6	7293.5	8173.9	2	2	2	2	8995900	2				2445	258;33238	True;True	264;34938	400;53543	413;54914	413;54914	1692	1211
Q14192	Q14192	8	8	8	Four and a half LIM domains protein 2	FHL2	>sp|Q14192|FHL2_HUMAN Four and a half LIM domains protein 2 OS=Homo sapiens GN=FHL2 PE=1 SV=3	1	8	8	8	31.9	31.9	31.9	32.193	279	279	14.9							1					1	1	1	1	5	1	2	0	36.778	60225	67419	57642	53913	60225	67419	57642	53913	10	10	10	10	3044800000	13				2446	4158;5619;11785;17370;26143;27297;33483;38987	True;True;True;True;True;True;True;True	4355;5876;12314;18156;27515;28726;28727;35202;40979	6708;9035;9036;18933;28440;28441;28442;42526;44326;44327;44328;54011;62972	6895;9305;9306;19450;29244;29245;29246;43636;45462;45463;45464;55407;64623	6895;9306;19450;29246;43636;45462;55407;64623	1693	160
Q14194	Q14194	5	2	2	Dihydropyrimidinase-related protein 1	CRMP1	>sp|Q14194|DPYL1_HUMAN Dihydropyrimidinase-related protein 1 OS=Homo sapiens GN=CRMP1 PE=1 SV=1	1	5	2	2	9.3	2.8	2.8	62.183	572	572	15.5														1			1		0.0030075	2.0015	8014.2	7795.8	7426.8	6503.6	8014.2	7795.8	7426.8	6503.6	1	1	1	1	130150000	2				2447	14551;16919;23786;27392;38594	True;False;False;False;True	15201;17687;24833;24834;28826;40572	23655;27750;38349;38350;38351;44474;44475;44476;62338	24316;28543;39347;39348;39349;45611;45612;45613;63980	24316;28543;39349;45612;63980	1694	375
Q14197	Q14197	5	5	5	Peptidyl-tRNA hydrolase ICT1, mitochondrial	ICT1	>sp|Q14197|ICT1_HUMAN Peptidyl-tRNA hydrolase ICT1, mitochondrial OS=Homo sapiens GN=MRPL58 PE=1 SV=1	1	5	5	5	29.6	29.6	29.6	23.63	206	206	9						1	1	1			1		1						0	23.56	19514	20093	18284	15868	19514	20093	18284	15868	3	3	3	3	264620000	5				2448	10055;20299;30748;31845;31846	True;True;True;True;True	10500;21185;32319;33478;33479	16122;32917;49572;51321;51322	16562;33796;50809;52613;52614	16562;33796;50809;52613;52614		
Q14202	Q14202	4	2	2	Zinc finger MYM-type protein 3	ZMYM3	>sp|Q14202|ZMYM3_HUMAN Zinc finger MYM-type protein 3 OS=Homo sapiens GN=ZMYM3 PE=1 SV=2	1	4	2	2	2.7	1.5	1.5	152.38	1370	1370	9.5								1			1								0.00020929	3.6909	1922.9	1547.4	1851.7	1998.9	1922.9	1547.4	1851.7	1998.9	1	1	1	1	27431000	2				2449	13180;18675;21350;24991	False;True;True;False	13766;19509;22275;26307	21204;30357;34563;40668	21769;31187;35463;41730	21769;31187;35463;41730		
Q14203	Q14203	26	26	26	Dynactin subunit 1	DCTN1	>sp|Q14203|DCTN1_HUMAN Dynactin subunit 1 OS=Homo sapiens GN=DCTN1 PE=1 SV=3	1	26	26	26	20.9	20.9	20.9	141.69	1278	1278	10.9		4	3	1	1	1	2		1	5		1	2	2	4	7	1	3	0	117.68	109070	138150	136820	142020	109070	138150	136820	142020	26	26	26	26	5011800000	39				2450	855;856;1653;3090;5430;5906;12398;13246;15828;16496;18075;18076;19818;20913;22742;24463;25632;27858;28207;28283;29501;31175;31533;35534;37616;38494	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	889;890;1719;1720;3227;5668;6176;12956;13834;16535;17243;18887;18888;20691;21828;23732;25685;26971;29309;29310;29678;29755;31011;32755;33155;37369;39555;40469	1369;1370;1371;2700;2701;5007;8689;9496;19965;19966;21302;25887;25888;27025;27026;29523;29524;32156;33916;36707;39670;41680;45160;45161;45162;45665;45666;45772;47612;47613;50222;50223;50835;50836;57350;60734;60735;62179	1407;1408;1409;2794;2795;5154;8925;9776;20503;20504;20505;21868;26606;26607;27795;27796;30342;30343;33016;34811;37680;40686;42753;46307;46308;46309;46812;46813;46921;48785;48786;51480;51481;52117;52118;58846;62314;62315;63816	1407;1408;2795;5154;8925;9776;20503;21868;26606;27795;30342;30343;33016;34811;37680;40686;42753;46308;46813;46921;48785;51480;52118;58846;62314;63816	1695;1696;1697	265;576;1245
Q14204	Q14204	136	136	136	Cytoplasmic dynein 1 heavy chain 1	DYNC1H1	>sp|Q14204|DYHC1_HUMAN Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens GN=DYNC1H1 PE=1 SV=5	1	136	136	136	30.5	30.5	30.5	532.4	4646	4646	9.5	3	6	15	13	12	20	11	10	11	14	17	14	13	8	8	10	9	10	0	323.31	668400	785140	741310	841950	668400	785140	741310	841950	133	133	133	133	33708000000	205				2451	382;576;615;776;846;1546;1642;1871;1944;4233;4600;5192;5228;5382;6266;6502;6930;7061;7214;7315;9389;9456;9985;10585;10713;11632;12348;12835;13520;13704;13757;14059;14060;14340;15124;15383;15389;15818;15819;15842;15851;15892;15893;16204;16288;16482;17061;17461;17764;18446;18603;18662;18679;19039;19071;19150;19209;19650;19774;19856;19870;20362;20363;21024;21550;22018;22182;22379;22598;23619;23809;24158;24483;24668;26325;26378;26478;26552;26927;26928;27033;27329;27899;27934;28094;28380;29417;29452;29503;29517;29545;29593;30049;30175;30190;30885;30974;31084;31249;31371;31403;31509;31884;32315;32558;32731;32867;33031;33116;33782;33825;34221;34375;34391;34550;34748;34959;35045;35374;35406;35560;35757;36719;36803;36978;37022;37156;37190;37367;37380;37594;38005;38125;38126;38405;38454	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	396;599;639;805;880;1609;1708;1948;2022;4433;4434;4813;5422;5458;5618;6552;6794;7236;7372;7533;7642;9802;9875;10427;11058;11189;12148;12905;13414;14112;14308;14363;14682;14683;14973;15803;16070;16076;16525;16526;16549;16558;16600;16601;16927;17024;17229;17838;18251;18564;18565;19276;19436;19496;19513;19884;19916;19996;20060;20520;20647;20729;20743;21253;21254;21941;22481;22986;23154;23358;23584;24633;24859;25304;25713;25946;27706;27764;27765;27875;27950;27951;28339;28340;28451;28759;29359;29397;29559;29854;30925;30962;31013;31027;31057;31106;31583;31715;31730;32461;32551;32662;32830;32978;33016;33128;33520;33965;34221;34408;34550;34724;34813;35512;35555;35980;36146;36162;36329;36539;36766;36767;36858;37204;37238;37395;37598;38609;38610;38697;38890;38942;39080;39114;39297;39311;39533;39965;40086;40087;40378;40428	602;924;997;1260;1359;2548;2682;2683;3070;3071;3193;3194;6807;6808;6809;7407;8333;8385;8609;8610;8611;10089;10479;11166;11167;11168;11374;11375;11617;11826;11827;15046;15047;15048;15160;16017;16018;16019;16989;16990;17182;17183;17184;18638;19900;19901;20681;21721;22012;22013;22109;22110;22111;22673;22674;22675;23208;24676;24677;24678;25102;25109;25110;25111;25875;25876;25905;25906;25916;25990;25991;26487;26488;26673;26674;27007;27008;27983;28585;29031;29032;29033;29034;30050;30259;30260;30339;30363;30901;30902;30941;31060;31061;31154;31907;32097;32212;32234;33023;33024;34075;34895;35633;35634;35872;36176;36505;38055;38056;38381;39105;39718;40085;40086;42818;42902;42903;42904;43071;43072;43182;43183;43789;43790;43942;44376;44377;45232;45282;45283;45509;45926;47495;47548;47615;47634;47680;47751;47752;48452;48640;48662;48663;49778;49928;50099;50100;50333;50557;50627;50796;51385;52013;52404;52724;52938;53225;53359;54495;54496;54551;55206;55207;55452;55473;55715;56017;56018;56376;56377;56378;56379;56514;57087;57136;57383;57676;59311;59312;59313;59456;59757;59758;59836;59837;59838;59839;60047;60101;60102;60103;60365;60366;60389;60390;60704;60705;61417;61418;61587;61588;62037;62113;62114	622;953;1032;1297;1397;2641;2776;2777;3169;3170;3295;3296;6994;6995;6996;7623;8565;8618;8843;8844;8845;10381;10775;11470;11471;11472;11682;11683;11934;12145;12146;15448;15449;15450;15563;16456;16457;16458;17450;17451;17652;17653;17654;19144;20438;20439;21227;22298;22600;22601;22701;22702;22703;23275;23276;23277;23813;25349;25350;25351;25790;25797;25798;25799;25800;26594;26595;26625;26626;26636;26727;26728;27239;27240;27429;27430;27777;27778;28782;29392;29839;29840;29841;29842;30876;31087;31088;31168;31193;31736;31737;31776;31896;31897;31991;32762;32955;33075;33097;33905;33906;34971;35830;36575;36576;36819;37131;37462;39051;39052;39379;40115;40737;41109;41110;43933;44020;44021;44022;44191;44192;44302;44303;44922;44923;45076;45512;45513;46379;46429;46430;46656;47077;48667;48720;48788;48807;48854;48926;48927;49638;49828;49850;49851;51020;51185;51356;51357;51606;51832;51904;52077;52679;53333;53748;54079;54297;54592;54728;55902;55903;55958;56627;56628;56876;56897;57143;57449;57450;57822;57823;57824;57825;57960;58578;58632;58881;59179;60864;60865;60866;61013;61317;61318;61396;61397;61398;61399;61622;61677;61678;61679;61944;61945;61968;61969;62284;62285;63043;63044;63216;63217;63671;63748;63749	622;953;1032;1297;1397;2641;2776;3170;3295;6995;7623;8565;8618;8843;10381;10775;11470;11682;11934;12145;15450;15563;16457;17451;17652;19144;20438;21227;22298;22601;22702;23275;23277;23813;25351;25790;25800;26594;26595;26625;26636;26727;26728;27240;27430;27777;28782;29392;29841;30876;31088;31168;31193;31737;31776;31897;31991;32762;32955;33075;33097;33905;33906;34971;35830;36575;36819;37131;37462;39052;39379;40115;40737;41109;43933;44021;44191;44303;44922;44923;45076;45512;46379;46430;46656;47077;48667;48720;48788;48807;48854;48927;49638;49828;49850;51020;51185;51357;51606;51832;51904;52077;52679;53333;53748;54079;54297;54592;54728;55902;55958;56627;56876;56897;57143;57450;57824;57960;58578;58632;58881;59179;60865;61013;61318;61399;61622;61677;61945;61968;62285;63044;63216;63217;63671;63748	1698;1699;1700;1701;1702;1703	1892;2412;2779;3372;4107;4339
Q14232	Q14232	7	7	7	Translation initiation factor eIF-2B subunit alpha	EIF2B1	>sp|Q14232|EI2BA_HUMAN Translation initiation factor eIF-2B subunit alpha OS=Homo sapiens GN=EIF2B1 PE=1 SV=1	1	7	7	7	22	22	22	33.712	305	305	6.14	1	1			1		1	1		2									0	36.115	24394	33184	38026	39160	24394	33184	38026	39160	5	5	5	5	1073300000	7				2452	2857;5051;11622;15517;31678;33802;33803	True;True;True;True;True;True;True	2987;5278;12138;16210;33305;35532;35533	4646;8116;18625;25360;51068;54521;54522	4784;8346;19131;26059;52355;55928;55929	4784;8346;19131;26059;52355;55928;55929		
Q14240	Q14240	13	2	2	Eukaryotic initiation factor 4A-II	EIF4A2	>sp|Q14240|IF4A2_HUMAN Eukaryotic initiation factor 4A-II OS=Homo sapiens GN=EIF4A2 PE=1 SV=2	1	13	2	2	27.3	6.6	6.6	46.402	407	407	11.5									1					1					0	9.0801	9619.3	13388	12407	13680	9619.3	13388	12407	13680	2	2	2	2	616770000	2				2453	7780;10505;11775;12319;12320;13800;18883;22238;23955;29076;35527;35749;36678	False;False;True;False;False;False;False;True;False;False;False;False;False	8124;10975;12304;12875;12876;14407;19725;23211;25043;25044;30569;37362;37590;38568	12554;12555;12556;12557;16864;16865;18921;19853;19854;19855;19856;22183;22184;22185;30675;30676;30677;35949;38662;38663;38664;38665;38666;38667;38668;38669;38670;38671;38672;38673;46977;57340;57666;59250;59251	12920;12921;12922;12923;17322;17323;19437;20391;20392;20393;20394;22779;22780;22781;31509;31510;31511;36898;39662;39663;39664;39665;39666;39667;39668;39669;39670;39671;39672;39673;39674;48144;58836;59169;60802;60803	12921;17322;19437;20391;20394;22781;31510;36898;39673;48144;58836;59169;60803	1350;1351	179;188
Q14241	Q14241	8	8	8	Transcription elongation factor B polypeptide 3	TCEB3	>sp|Q14241|ELOA1_HUMAN Transcription elongation factor B polypeptide 3 OS=Homo sapiens GN=TCEB3 PE=1 SV=2	1	8	8	8	10.9	10.9	10.9	89.908	798	798	7.25			3	1		1		1						1			1		0	20.318	15900	12709	11074	13045	15900	12709	11074	13045	2	2	2	2	504870000	8				2454	4342;5455;14316;19114;22703;30045;30946;34377	True;True;True;True;True;True;True;True	4545;5695;14949;19960;23691;31579;32523;36148	6985;8743;23174;31012;36650;48448;49885;55454	7189;8995;23779;31848;37623;49634;51142;56878	7189;8995;23779;31848;37623;49634;51142;56878		
Q14244	Q14244	15	15	14	Ensconsin	MAP7	>sp|Q14244|MAP7_HUMAN Ensconsin OS=Homo sapiens GN=MAP7 PE=1 SV=1	1	15	15	14	19	19	17.9	84.051	749	749	7.5	3		1	2	3	1	2		2	2	1	2	1		2				0	50.009	111420	108140	92964	93500	111420	108140	92964	93500	17	17	17	17	5453700000	22				2455	3718;7541;7587;14063;19795;20225;22447;22869;26144;29106;29122;30123;30124;35207;37733	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	3884;7873;7921;14686;20668;21108;23427;23862;27516;30599;30616;31660;31661;37032;39681	6020;6021;12192;12193;12253;12254;22679;22680;32124;32806;36274;36891;42527;47017;47018;47038;48563;48564;48565;56778;56779;60939	6204;6205;12554;12555;12616;12617;23281;23282;32983;33684;37230;37864;43637;48184;48185;48205;49751;49752;49753;58224;58225;62531	6204;12555;12616;23281;32983;33684;37230;37864;43637;48185;48205;49751;49753;58225;62531		
Q14247	Q14247	25	25	25	Src substrate cortactin	CTTN	>sp|Q14247|SRC8_HUMAN Src substrate cortactin OS=Homo sapiens GN=CTTN PE=1 SV=2	1	25	25	25	40.4	40.4	40.4	61.585	550	550	9.72	2		1	1	3	3	1	4	7	2		1	1	2	3		2	3	0	253.48	160720	182380	164360	158280	160720	182380	164360	158280	25	25	25	25	12565000000	36				2456	792;1726;2486;3929;6296;7595;7869;10017;10024;10025;13058;13948;18109;23803;24884;26956;26957;29752;34339;34854;35452;35498;38855;38856;38890	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	821;1795;2607;4112;6582;7929;8213;10461;10469;10470;13641;14562;18921;24853;26194;28372;28373;31269;36107;36651;37284;37332;40845;40846;40881	1282;2820;4085;6353;6354;10140;10141;12263;12684;12685;16068;16080;16081;21012;21013;22455;29577;38375;40469;43836;43837;43838;47988;47989;47990;55392;55393;56199;56200;57208;57276;57277;62771;62772;62819;62820	1319;2917;4214;6538;6539;10433;10434;12626;13050;13051;16508;16520;16521;21572;21573;23057;30396;39373;41516;44969;44970;44971;49167;49168;49169;56816;56817;57642;57643;58704;58772;58773;64419;64420;64467;64468	1319;2917;4214;6538;10433;12626;13051;16508;16520;16521;21573;23057;30396;39373;41516;44969;44971;49167;56816;57642;58704;58772;64419;64420;64467		
Q14249	Q14249	3	3	3	Endonuclease G, mitochondrial	ENDOG	>sp|Q14249|NUCG_HUMAN Endonuclease G, mitochondrial OS=Homo sapiens GN=ENDOG PE=1 SV=4	1	3	3	3	10.1	10.1	10.1	32.62	297	297	9.5					2					1								1	0	8.4352	6511.7	4178.6	3767.9	4694.9	6511.7	4178.6	3767.9	4694.9	2	2	2	2	114400000	4				2457	10463;12097;38858	True;True;True	10925;12639;40848	16782;19455;19456;62774	17240;19983;19984;64422	17240;19983;64422		
Q14254	Q14254	19	19	19	Flotillin-2	FLOT2	>sp|Q14254|FLOT2_HUMAN Flotillin-2 OS=Homo sapiens GN=FLOT2 PE=1 SV=2	1	19	19	19	43.9	43.9	43.9	47.064	428	428	12.1		2		1			3	2	1			1	4	5	5		1	4	0	120.87	128650	87294	79337	90190	128650	87294	79337	90190	15	15	15	15	4409400000	29				2458	6210;9087;14817;15427;16528;17930;18605;20898;23711;23981;26483;27358;28532;29238;29631;30650;30651;32541;35388	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	6495;9489;15482;16116;17275;18740;19438;21813;24739;25077;27880;28792;30010;30739;31146;32216;32217;34201;37218	9999;14576;24164;25201;27071;29313;30262;33896;38210;38733;38734;43078;44429;46165;46166;47226;47227;47228;47229;47819;47820;49399;49400;49401;52375;52376;52377;57104;57105	10290;14971;24828;25891;27841;30121;31090;34791;39207;39734;39735;44198;45566;47320;47321;48393;48394;48395;48396;48997;48998;50605;50606;50607;53719;53720;53721;58595;58596	10290;14971;24828;25891;27841;30121;31090;34791;39207;39734;44198;45566;47321;48396;48998;50605;50607;53719;58596	1704;1705	145;357
Q14257	Q14257	7	7	7	Reticulocalbin-2	RCN2	>sp|Q14257|RCN2_HUMAN Reticulocalbin-2 OS=Homo sapiens GN=RCN2 PE=1 SV=1	1	7	7	7	25.6	25.6	25.6	36.876	317	317	8.23	1	4		1				1			2	1				1		2	0	84.956	75398	60559	54259	56413	75398	60559	54259	56413	10	10	10	10	1551600000	13				2459	14782;20376;20377;28106;36154;38168;38169	True;True;True;True;True;True;True	15446;15447;21269;21270;29572;38013;40129;40130	24116;24117;24118;24119;24120;33049;33050;33051;33052;45529;58331;61653;61654	24780;24781;24782;24783;24784;33931;33932;33933;33934;46676;59850;63282;63283	24783;33931;33933;46676;59850;63282;63283	1706	99
Q14258	Q14258	14	14	14	E3 ubiquitin/ISG15 ligase TRIM25	TRIM25	>sp|Q14258|TRI25_HUMAN E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens GN=TRIM25 PE=1 SV=2	1	14	14	14	25.9	25.9	25.9	70.973	630	630	7.67	2	4	2			1	2	2			1		5		1			1	0	145.26	59925	63699	59839	72206	59925	63699	59839	72206	13	13	13	13	2719200000	21				2460	2034;2987;4486;8515;9719;18505;18911;22199;26306;26755;28754;31760;32750;36593	True;True;True;True;True;True;True;True;True;True;True;True;True;True	2114;3120;4693;8897;10149;19337;19753;19754;23171;27687;28158;30238;33391;34427;38478	3323;3324;4859;7223;13702;15577;15578;30130;30714;30715;35894;35895;42791;42792;43507;46479;51190;52752;52753;59108;59109	3426;3427;5002;7434;14089;15999;16000;30958;31548;31549;36841;36842;43906;43907;44633;47636;52482;54107;54108;60658;60659	3426;5002;7434;14089;15999;30958;31548;36841;43906;44633;47636;52482;54108;60659	1707	248
Q14318	Q14318	9	9	9	Peptidyl-prolyl cis-trans isomerase FKBP8	FKBP8	>sp|Q14318|FKBP8_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Homo sapiens GN=FKBP8 PE=1 SV=2	1	9	9	9	23.5	23.5	23.5	44.561	412	412	9.12	2					2	5	1		1			1	1			2	1	0	67.469	69121	52795	47819	55860	69121	52795	47819	55860	10	10	10	10	1354400000	16				2461	535;4090;6692;28800;29809;32064;32700;33455;35476	True;True;True;True;True;True;True;True;True	555;4283;6993;30285;31330;33707;34374;34375;35173;37308	847;6602;10795;10796;10797;10798;46550;46551;48089;48090;51631;52667;52668;52669;53956;57237	874;6789;11095;11096;11097;11098;47708;47709;49269;49270;52927;54020;54021;54022;55352;58733	874;6789;11097;47708;49269;52927;54021;55352;58733	1708;1709	211;259
Q14320;Q9Y247	Q14320	8;2	8;2	8;2	Protein FAM50A	FAM50A	>sp|Q14320|FA50A_HUMAN Protein FAM50A OS=Homo sapiens GN=FAM50A PE=1 SV=2	2	8	8	8	24.8	24.8	24.8	40.241	339	339;325	11.9				1	3				2					1	6	2	1		0	37.802	24891	28345	27787	31083	24891	28345	27787	31083	6	6	6	6	2296600000	16				2462	8630;14195;14840;17782;21651;30399;32010;38205	True;True;True;True;True;True;True;True	9016;14823;15507;18584;18585;22582;31950;33650;40167	13863;22949;24204;29056;29057;29058;29059;29060;35031;35032;49003;49004;49005;51552;51553;61713	14253;23552;24870;29864;29865;29866;29867;29868;35968;35969;50203;50204;50205;52846;52847;63342	14253;23552;24870;29865;35968;50205;52847;63342	1710	223
Q14331	Q14331	1	1	1	Protein FRG1	FRG1	>sp|Q14331|FRG1_HUMAN Protein FRG1 OS=Homo sapiens GN=FRG1 PE=1 SV=1	1	1	1	1	4.3	4.3	4.3	29.172	258	258	13													1						0.00059618	2.8024	8854	7839.2	8445.3	8129	8854	7839.2	8445.3	8129	1	1	1	1	102560000	1				2463	30847	True	32421	49724	50965	50965		
Q14344	Q14344	6	6	6	Guanine nucleotide-binding protein subunit alpha-13	GNA13	>sp|Q14344|GNA13_HUMAN Guanine nucleotide-binding protein subunit alpha-13 OS=Homo sapiens GN=GNA13 PE=1 SV=2	1	6	6	6	18	18	18	44.049	377	377	12			1				1						1	2	1			1	0	31.497	22659	17518	19601	22859	22659	17518	19601	22859	3	3	3	3	693950000	7				2464	2306;2641;6830;6988;12197;15689	True;True;True;True;True;True	2398;2765;7134;7296;12746;16392	3741;4323;11005;11259;19637;25648;25649	3861;4454;11305;11564;20168;26363;26364	3861;4454;11305;11564;20168;26364		
